id,date,problem,race,gender,location,precinct
17-039283,2017-02-03T04:57:39Z,suspicious,Unknown,Unknown,45.03043868 -93.2893657,4
17-039289,2017-02-03T05:04:30Z,suspicious,Unknown,Male,44.92059183 -93.21921931,3
17-039293,2017-02-03T05:04:56Z,traffic,,,45.01767585 -93.24740756,2
17-039301,2017-02-03T05:15:03Z,traffic,White,Male,44.94566421 -93.29067089,5
17-039306,2017-02-03T05:19:48Z,traffic,Black,Male,44.93571562 -93.27507587,3
17-039310,2017-02-03T05:22:01Z,traffic,White,Male,44.9213769 -93.28896589,5
17-039313,2017-02-03T05:24:44Z,traffic,Other,Female,45.01218 -93.24556,2
17-039315,2017-02-03T05:26:10Z,suspicious,,,44.9987799999999 -93.30949,4
17-039331,2017-02-03T05:39:30Z,traffic,Black,Male,45.01496 -93.272,2
17-039334,2017-02-03T05:41:48Z,traffic,White,Female,44.9600315 -93.27783609,5
17-039347,2017-02-03T05:57:44Z,traffic,Black,Male,44.94925537 -93.29636314,5
17-039352,2017-02-03T06:03:32Z,traffic,White,Male,45.01497 -93.24734,2
17-039356,2017-02-03T06:09:03Z,traffic,White,Male,44.94834 -93.27969,5
17-039369,2017-02-03T06:24:40Z,suspicious,Unknown,Unknown,44.98279064 -93.28906476,4
17-039375,2017-02-03T06:34:06Z,traffic,Black,Male,45.0315 -93.28803,4
17-039383,2017-02-03T06:46:05Z,suspicious,Unknown,Unknown,44.96423846 -93.26890885,3
17-039390,2017-02-03T06:58:58Z,traffic,,,44.97135 -93.22288,2
17-039391,2017-02-03T06:59:37Z,suspicious,Asian,Female,45.02771 -93.31352,4
17-039392,2017-02-03T07:00:07Z,traffic,Black,Male,44.94213575 -93.2779189,5
17-039393,2017-02-03T07:00:25Z,suspicious,White,Male,44.9863506 -93.23751429,2
17-039394,2017-02-03T07:01:51Z,traffic,Latino,Female,44.95194 -93.27661,5
17-039405,2017-02-03T07:13:02Z,suspicious,Unknown,Unknown,44.98211412 -93.30830649,4
17-039413,2017-02-03T07:20:44Z,suspicious,White,Female,44.97289 -93.22,2
17-039423,2017-02-03T07:30:16Z,traffic,White,Male,44.94661 -93.28685,5
17-039436,2017-02-03T07:44:53Z,traffic,Black,Male,45.01317 -93.26313,2
17-039447,2017-02-03T07:52:23Z,traffic,Black,Male,45.02223 -93.30195,4
17-039458,2017-02-03T08:04:05Z,traffic,Other,Male,44.90355942 -93.27491961,5
17-039459,2017-02-03T08:04:09Z,traffic,East African,Male,44.94836 -93.2614,3
17-039500,2017-02-03T08:57:51Z,suspicious,Black,Male,44.94836 -93.25505,3
17-039509,2017-02-03T09:17:26Z,suspicious,Black,Male,44.89811 -93.22662,3
17-039513,2017-02-03T09:28:58Z,traffic,Asian,Male,44.98119983 -93.23430434,2
17-039520,2017-02-03T09:47:04Z,traffic,White,Male,45.00988 -93.24737,2
17-039533,2017-02-03T10:28:46Z,suspicious,,,44.97447173 -93.25115192,1
17-039535,2017-02-03T10:32:36Z,suspicious,Black,Male,44.94662 -93.26265,3
17-039541,2017-02-03T10:51:46Z,suspicious,Native American,Female,44.94746021 -93.25122404,3
17-039574,2017-02-03T12:57:47Z,suspicious,Unknown,Unknown,44.94293 -93.23892,3
17-039576,2017-02-03T13:00:15Z,suspicious,,,44.97845913 -93.27733144,1
17-039581,2017-02-03T13:20:53Z,traffic,White,Female,44.94748459 -93.28810737,5
17-039599,2017-02-03T13:52:14Z,traffic,White,Female,44.96093741 -93.30045774,5
17-039603,2017-02-03T13:57:59Z,traffic,White,Male,44.96093741 -93.30045774,5
17-039615,2017-02-03T14:22:47Z,suspicious,Other,Female,45.04485925 -93.31307558,4
17-039634,2017-02-03T14:54:28Z,suspicious,Unknown,Unknown,44.92950464 -93.29343179,5
17-039636,2017-02-03T14:56:41Z,suspicious,Unknown,Unknown,44.94485 -93.23612,3
17-039641,2017-02-03T15:03:29Z,suspicious,,,44.99469314 -93.29564644,4
17-039650,2017-02-03T15:09:51Z,traffic,,,44.98792 -93.21901,2
17-039652,2017-02-03T15:19:00Z,traffic,Black,Male,44.95913 -93.28803,5
17-039657,2017-02-03T15:23:21Z,suspicious,Unknown,Unknown,44.97352012 -93.26583963,1
17-039670,2017-02-03T15:43:05Z,suspicious,Black,Male,44.98506701 -93.24402152,2
17-039672,2017-02-03T15:45:07Z,suspicious,Unknown,Unknown,44.9169168 -93.27926743,5
17-039681,2017-02-03T15:56:21Z,traffic,White,Male,44.94659121 -93.29766531,5
17-039683,2017-02-03T15:59:10Z,traffic,White,Male,44.99509594 -93.24780282,2
17-039685,2017-02-03T16:01:53Z,suspicious,White,Male,44.96269264 -93.27860914,5
17-039688,2017-02-03T16:04:44Z,traffic,White,Male,44.954203 -93.29739573,5
17-039712,2017-02-03T16:43:02Z,suspicious,Unknown,Unknown,44.94137937 -93.26829378,3
17-039718,2017-02-03T16:53:39Z,suspicious,Unknown,Unknown,45.04416174 -93.30172311,4
17-039722,2017-02-03T16:59:29Z,suspicious,East African,Male,44.96496986 -93.23492152,1
17-039743,2017-02-03T17:21:59Z,suspicious,Unknown,Male,44.89870621 -93.22418506,3
17-039745,2017-02-03T17:25:21Z,traffic,Black,Female,44.97876 -93.30123,4
17-039773,2017-02-03T17:50:10Z,traffic,White,Male,44.9873404 -93.25826254,2
17-039774,2017-02-03T17:52:03Z,traffic,Black,Male,45.03555 -93.24856,2
17-039788,2017-02-03T18:15:53Z,suspicious,Black,Male,44.98897 -93.29818,4
17-039790,2017-02-03T18:17:49Z,suspicious,Latino,Female,44.94834704 -93.27880784,5
17-039794,2017-02-03T18:21:39Z,traffic,Black,Male,44.99915 -93.29412,4
17-039813,2017-02-03T18:40:56Z,traffic,Black,Male,45.01857 -93.29685,4
17-039822,2017-02-03T18:52:46Z,traffic,Black,Female,45.02125913 -93.29434131,4
17-039836,2017-02-03T19:03:16Z,suspicious,Black,Male,44.96271 -93.26108,3
17-039838,2017-02-03T19:05:03Z,traffic,Black,Male,45.02042 -93.30191,4
17-039840,2017-02-03T19:08:35Z,traffic,White,Male,45.02404949 -93.30388792,4
17-039844,2017-02-03T19:11:19Z,traffic,,,44.9915 -93.29945,4
17-039857,2017-02-03T19:23:46Z,traffic,Black,Male,45.01415685 -93.30824434,4
17-039862,2017-02-03T19:28:50Z,suspicious,White,Male,44.96180795 -93.28800649,5
17-039866,2017-02-03T19:31:23Z,traffic,,,45.00963 -93.30822,4
17-039870,2017-02-03T19:35:57Z,suspicious,Native American,Male,44.96690467 -93.28737525,1
17-039871,2017-02-03T19:35:57Z,suspicious,,,44.97543284 -93.27342211,1
17-039877,2017-02-03T19:41:23Z,traffic,Black,Male,45.01494436 -93.29496193,4
17-039879,2017-02-03T19:42:19Z,traffic,White,Male,45.00258 -93.28799,4
17-039883,2017-02-03T19:45:40Z,traffic,Unknown,Unknown,44.99915 -93.29258,4
17-039884,2017-02-03T19:46:43Z,traffic,Black,Male,44.9474742 -93.29829195,5
17-039896,2017-02-03T19:59:36Z,traffic,Black,Male,45.01493626 -93.29370049,4
17-039906,2017-02-03T20:11:53Z,traffic,Unknown,Male,44.99913516 -93.28682309,4
17-039912,2017-02-03T20:19:41Z,traffic,,,44.97135 -93.22288,2
17-039919,2017-02-03T20:24:48Z,traffic,Unknown,Unknown,44.98698727 -93.30448964,4
17-039920,2017-02-03T20:26:14Z,traffic,White,Male,45.01956023 -93.30826503,4
17-039923,2017-02-03T20:28:02Z,suspicious,Black,Male,44.96662 -93.24725,1
17-039925,2017-02-03T20:29:00Z,suspicious,Unknown,Unknown,45.02319461 -93.31722488,4
17-039932,2017-02-03T20:33:05Z,traffic,Black,Female,44.98025986 -93.30630142,4
17-039942,2017-02-03T20:39:22Z,traffic,Black,Male,45.00956 -93.29558,4
17-039954,2017-02-03T20:47:29Z,traffic,White,Female,44.90238592 -93.29465893,5
17-039963,2017-02-03T20:52:59Z,suspicious,Unknown,Unknown,44.94660622 -93.28748225,5
17-039967,2017-02-03T20:57:51Z,traffic,,,44.97289 -93.22,2
17-039979,2017-02-03T21:10:34Z,traffic,White,Female,44.9474795 -93.30084531,5
17-039986,2017-02-03T21:15:34Z,traffic,Black,Male,45.01134 -93.29161,4
17-039996,2017-02-03T21:21:57Z,traffic,Black,Male,44.96091 -93.27783,5
17-040001,2017-02-03T21:27:52Z,traffic,Black,Male,44.98346605 -93.30830167,4
17-040004,2017-02-03T21:29:28Z,traffic,Black,Female,44.9555437 -93.29623706,5
17-040008,2017-02-03T21:30:29Z,traffic,Unknown,Unknown,44.9474742 -93.29829195,5
17-040009,2017-02-03T21:30:44Z,traffic,Black,Male,44.94659 -93.2797,5
17-040011,2017-02-03T21:31:03Z,traffic,Native American,Female,44.99577787 -93.29411251,4
17-040012,2017-02-03T21:31:30Z,suspicious,Native American,Male,44.9573364 -93.24924216,3
17-040013,2017-02-03T21:31:47Z,traffic,Black,Male,45.00776 -93.29683,4
17-040020,2017-02-03T21:41:47Z,suspicious,Unknown,Unknown,44.89153285 -93.25416222,3
17-040022,2017-02-03T21:43:54Z,traffic,,,44.98137672 -93.24786427,2
17-040035,2017-02-03T21:53:23Z,suspicious,Black,Male,44.96332683 -93.27781326,5
17-040036,2017-02-03T21:57:11Z,traffic,,,44.97957 -93.27257,1
17-040086,2017-02-03T22:59:59Z,suspicious,Unknown,Unknown,44.93954 -93.27791,5
17-040090,2017-02-03T23:03:23Z,traffic,Black,Male,44.95913 -93.28803,5
17-040094,2017-02-03T23:07:23Z,traffic,Native American,Male,44.96095 -93.2449,3
17-040113,2017-02-03T23:15:49Z,traffic,Native American,Female,44.95194 -93.27967,5
17-040117,2017-02-03T23:17:40Z,suspicious,,,44.94837171 -93.23514707,3
17-040162,2017-02-03T23:41:13Z,suspicious,Unknown,Unknown,44.90600418 -93.29592613,5
17-040182,2017-02-03T23:57:57Z,traffic,Other,Unknown,44.94666738 -93.2671053,3
17-040197,2017-02-04T00:08:56Z,traffic,White,Male,44.9483555 -93.27730268,5
17-040208,2017-02-04T00:17:31Z,traffic,Native American,Male,44.94836 -93.28555,5
17-040211,2017-02-04T00:19:41Z,suspicious,Other,Male,44.9659472 -93.23297563,1
17-040223,2017-02-04T00:28:42Z,suspicious,White,Male,44.96331865 -93.26255347,3
17-040232,2017-02-04T00:35:30Z,traffic,,,44.94834704 -93.27880784,5
17-040233,2017-02-04T00:36:20Z,suspicious,Unknown,Unknown,44.95471984 -93.21783645,3
17-040234,2017-02-04T00:36:53Z,traffic,East African,Female,44.96136772 -93.2581982,3
17-040247,2017-02-04T00:48:35Z,traffic,,,44.97 -93.21277,2
17-040250,2017-02-04T00:50:23Z,suspicious,Native American,Male,44.95645994 -93.24596583,3
17-040256,2017-02-04T00:54:17Z,traffic,,,44.97231 -93.21533,2
17-040258,2017-02-04T00:55:22Z,traffic,Native American,Female,44.9555493 -93.24304275,3
17-040276,2017-02-04T01:09:43Z,traffic,East African,Male,44.97764285 -93.22865271,2
17-040278,2017-02-04T01:12:09Z,traffic,Black,Female,44.99916102 -93.2964007,4
17-040280,2017-02-04T01:16:04Z,traffic,Black,Female,44.99988634 -93.2988852,4
17-040307,2017-02-04T01:31:50Z,traffic,White,Male,45.0258 -93.29566,4
17-040310,2017-02-04T01:33:24Z,suspicious,Unknown,Unknown,44.95108135 -93.2347243,3
17-040312,2017-02-04T01:35:44Z,suspicious,Unknown,Unknown,44.96394852 -93.26829673,3
17-040313,2017-02-04T01:37:02Z,traffic,Black,Male,44.99914 -93.28799,4
17-040329,2017-02-04T01:51:07Z,traffic,Black,Male,44.94880176 -93.20761583,3
17-040330,2017-02-04T01:51:37Z,traffic,Black,,45.04391 -93.29942,4
17-040334,2017-02-04T01:55:24Z,traffic,White,Male,45.04172274 -93.28523689,4
17-040338,2017-02-04T01:58:07Z,traffic,White,Female,45.01010491 -93.28184087,4
17-040339,2017-02-04T01:58:34Z,traffic,White,Female,44.94880176 -93.20761583,3
17-040344,2017-02-04T02:03:16Z,suspicious,Unknown,Male,44.97362151 -93.22639333,2
17-040346,2017-02-04T02:05:39Z,traffic,Black,Male,45.00779037 -93.28340583,4
17-040356,2017-02-04T02:15:00Z,traffic,White,Male,44.93056226 -93.22084753,3
17-040357,2017-02-04T02:15:31Z,traffic,White,Male,44.97381 -93.27957,1
17-040366,2017-02-04T02:19:26Z,suspicious,White,Male,44.97839171 -93.27422196,1
17-040385,2017-02-04T02:35:10Z,traffic,Black,Male,44.99914804 -93.29181556,4
17-040387,2017-02-04T02:37:22Z,traffic,Black,Female,44.94836921 -93.24932366,3
17-040393,2017-02-04T02:46:01Z,suspicious,Native American,Female,44.94836976 -93.23685477,3
17-040398,2017-02-04T02:52:02Z,traffic,White,Male,44.9714002 -93.25931171,1
17-040413,2017-02-04T03:01:53Z,traffic,White,Male,44.97082158 -93.25795031,1
17-040416,2017-02-04T03:02:58Z,traffic,White,Male,44.9843219 -93.28367493,1
17-040417,2017-02-04T03:03:30Z,suspicious,,,44.97802 -93.27703,1
17-040419,2017-02-04T03:04:52Z,traffic,White,Male,44.97533503 -93.27763636,1
17-040426,2017-02-04T03:09:27Z,traffic,Black,Male,45.02397 -93.29311,4
17-040429,2017-02-04T03:14:03Z,traffic,Black,Female,44.9915 -93.30446,4
17-040440,2017-02-04T03:18:19Z,traffic,White,Female,44.97533054 -93.28288248,1
17-040443,2017-02-04T03:20:33Z,suspicious,Black,Male,44.9546312 -93.27659023,5
17-040444,2017-02-04T03:21:02Z,traffic,Black,Male,44.989 -93.29288,4
17-040445,2017-02-04T03:23:12Z,traffic,Other,Male,44.98022346 -93.27684158,1
17-040449,2017-02-04T03:25:52Z,traffic,Black,Male,44.9987097 -93.25435295,2
17-040459,2017-02-04T03:30:20Z,suspicious,,,44.99970197 -93.31205256,4
17-040462,2017-02-04T03:33:23Z,traffic,Black,Male,44.969583 -93.25808974,1
17-040465,2017-02-04T03:36:31Z,traffic,White,Male,44.97833217 -93.26178607,1
17-040486,2017-02-04T03:48:57Z,traffic,Black,Female,44.95552926 -93.26576686,3
17-040494,2017-02-04T03:51:32Z,traffic,Other,Male,44.97037639 -93.2476225,1
17-040500,2017-02-04T03:58:09Z,traffic,White,Female,44.97894 -93.30961,4
17-040504,2017-02-04T04:00:42Z,traffic,Asian,Male,45.02391144 -93.28263502,4
17-040511,2017-02-04T04:05:35Z,traffic,White,Female,44.96269691 -93.28306101,5
17-040530,2017-02-04T04:20:46Z,traffic,Unknown,Male,44.96331898 -93.2689356,3
17-040537,2017-02-04T04:25:36Z,traffic,Asian,Male,45.01316755 -93.26388946,2
17-040569,2017-02-04T04:43:45Z,suspicious,Black,Male,44.98080828 -93.27314066,1
17-040570,2017-02-04T04:44:55Z,suspicious,Unknown,Unknown,44.92422464 -93.26889052,3
17-040571,2017-02-04T04:45:21Z,traffic,Black,Male,45.04032 -93.28713,4
17-040572,2017-02-04T04:45:24Z,suspicious,Black,Male,44.9488397 -93.26267192,3
17-040577,2017-02-04T04:47:10Z,suspicious,Unknown,Unknown,44.93559 -93.26375,3
17-040579,2017-02-04T04:49:30Z,traffic,Other,Male,44.97019001 -93.28700824,5
17-040589,2017-02-04T04:56:21Z,traffic,Black,Male,44.99146085 -93.2812289,1
17-040591,2017-02-04T04:56:56Z,traffic,White,Male,45.02302234 -93.28805488,4
17-040593,2017-02-04T04:58:02Z,traffic,East African,Male,44.90513 -93.30863,5
17-040594,2017-02-04T04:59:24Z,traffic,Asian,Male,44.98816666 -93.27760082,1
17-040600,2017-02-04T05:00:48Z,traffic,White,Male,44.97904882 -93.24475735,2
17-040611,2017-02-04T05:11:21Z,traffic,Black,Male,44.96182 -93.2582,3
17-040612,2017-02-04T05:15:25Z,traffic,East African,Male,44.98363398 -93.24365922,2
17-040615,2017-02-04T05:17:56Z,traffic,White,Male,44.94891146 -93.29367343,5
17-040616,2017-02-04T05:18:06Z,traffic,Black,Male,44.98561 -93.28552,1
17-040622,2017-02-04T05:26:17Z,traffic,,,44.99741 -93.29564,4
17-040629,2017-02-04T05:29:42Z,traffic,White,Male,44.95196 -93.24357,3
17-040633,2017-02-04T05:33:38Z,traffic,Black,Male,44.89400391 -93.27810517,5
17-040641,2017-02-04T05:38:24Z,traffic,White,Female,45.0031 -93.30514,4
17-040645,2017-02-04T05:40:32Z,traffic,East African,Male,44.9653 -93.23298,1
17-040651,2017-02-04T05:48:51Z,traffic,White,Female,44.99914804 -93.29181556,4
17-040656,2017-02-04T05:53:00Z,traffic,White,Female,44.9627 -93.26255,3
17-040658,2017-02-04T05:55:25Z,traffic,Black,Female,44.99249364 -93.28799375,4
17-040669,2017-02-04T06:07:19Z,traffic,White,Male,44.96642699 -93.25727693,1
17-040676,2017-02-04T06:12:34Z,suspicious,Black,Unknown,44.94581681 -93.27155345,3
17-040679,2017-02-04T06:15:31Z,traffic,White,Male,44.985013 -93.28466645,1
17-040681,2017-02-04T06:17:16Z,suspicious,Black,Male,44.98080828 -93.27314066,1
17-040688,2017-02-04T06:20:19Z,suspicious,Unknown,Unknown,44.95464106 -93.24736686,3
17-040689,2017-02-04T06:21:05Z,traffic,White,Female,44.98544579 -93.28551937,1
17-040693,2017-02-04T06:24:41Z,traffic,Black,Male,44.94835 -93.28301,5
17-040694,2017-02-04T06:24:45Z,traffic,Black,Male,44.9723097 -93.25575364,1
17-040702,2017-02-04T06:30:54Z,traffic,Black,Male,44.98422023 -93.28301113,1
17-040705,2017-02-04T06:33:12Z,traffic,Unknown,Female,45.01317 -93.24378,2
17-040711,2017-02-04T06:38:09Z,traffic,Other,Male,44.94659 -93.2797,5
17-040721,2017-02-04T06:51:07Z,traffic,Black,Male,44.95552853 -93.26703224,3
17-040729,2017-02-04T06:59:45Z,traffic,White,Male,44.98698 -93.25928,2
17-040734,2017-02-04T07:02:26Z,traffic,Black,Female,45.00866827 -93.30063047,4
17-040736,2017-02-04T07:03:25Z,traffic,White,Male,44.94570081 -93.26390974,3
17-040741,2017-02-04T07:06:54Z,traffic,Latino,Male,44.97912392 -93.26666469,1
17-040748,2017-02-04T07:13:15Z,traffic,Black,Male,44.97912392 -93.26666469,1
17-040756,2017-02-04T07:18:58Z,suspicious,Black,Male,44.97798 -93.2748,1
17-040769,2017-02-04T07:32:33Z,traffic,White,Female,44.94922369 -93.29509068,5
17-040775,2017-02-04T07:36:35Z,suspicious,White,Male,44.9800647 -93.27188308,1
17-040778,2017-02-04T07:38:58Z,traffic,Black,Female,44.96269 -93.27022,5
17-040786,2017-02-04T07:42:33Z,traffic,White,Male,44.97755052 -93.26613648,1
17-040787,2017-02-04T07:42:36Z,traffic,White,Male,44.9510062 -93.25248237,3
17-040799,2017-02-04T07:48:48Z,suspicious,Unknown,Unknown,44.9820925 -93.23815506,2
17-040801,2017-02-04T07:49:03Z,suspicious,Black,Male,44.97998625 -93.27428374,1
17-040803,2017-02-04T07:51:04Z,traffic,Unknown,Male,44.96284 -93.25108,3
17-040808,2017-02-04T07:55:07Z,suspicious,Other,Male,44.9652876 -93.27933147,5
17-040809,2017-02-04T07:57:17Z,traffic,Black,Female,44.95642529 -93.26513075,3
17-040816,2017-02-04T08:03:22Z,traffic,Black,Female,44.99735768 -93.24480587,2
17-040821,2017-02-04T08:07:24Z,traffic,White,Female,44.97178382 -93.26638564,1
17-040822,2017-02-04T08:07:24Z,traffic,White,Male,45.00926961 -93.26310961,2
17-040823,2017-02-04T08:07:31Z,traffic,Black,Male,45.01493017 -93.26149287,2
17-040830,2017-02-04T08:12:06Z,traffic,Black,Male,44.97414294 -93.28679339,1
17-040856,2017-02-04T08:28:54Z,traffic,Other,Male,44.96327043 -93.28935955,5
17-040857,2017-02-04T08:30:55Z,suspicious,Unknown,Unknown,44.9887226 -93.23076279,2
17-040860,2017-02-04T08:34:36Z,traffic,White,Male,44.9591231 -93.29119882,5
17-040869,2017-02-04T08:42:23Z,suspicious,Unknown,Unknown,44.99154053 -93.31526321,4
17-040881,2017-02-04T08:49:07Z,suspicious,Black,Male,44.97390086 -93.27292145,1
17-040887,2017-02-04T08:57:17Z,suspicious,White,Male,44.97998625 -93.27428374,1
17-040894,2017-02-04T09:10:27Z,traffic,Black,Female,44.95912253 -93.28738913,5
17-040896,2017-02-04T09:14:36Z,traffic,Other,Male,44.97614 -93.26735,1
17-040898,2017-02-04T09:23:20Z,traffic,Black,Male,44.99083 -93.29818,4
17-040901,2017-02-04T09:26:27Z,suspicious,,,44.96091 -93.28801,5
17-040926,2017-02-04T10:53:00Z,suspicious,Black,Female,44.97021 -93.24725,1
17-040931,2017-02-04T11:11:00Z,suspicious,Unknown,Male,44.91708716 -93.24730493,3
17-041001,2017-02-04T14:43:30Z,suspicious,Unknown,Male,44.99686192 -93.29105312,4
17-041002,2017-02-04T14:46:29Z,traffic,Black,Male,44.96269 -93.26895,3
17-041009,2017-02-04T15:01:21Z,suspicious,Unknown,Unknown,44.91972 -93.26769,3
17-041010,2017-02-04T15:03:09Z,traffic,White,Male,44.96522 -93.27276,5
17-041018,2017-02-04T15:17:54Z,traffic,White,Female,44.97366129 -93.22790293,2
17-041027,2017-02-04T15:41:08Z,suspicious,Black,Male,45.03043072 -93.28804629,4
17-041032,2017-02-04T15:54:19Z,suspicious,,,45.01493 -93.2918,4
17-041044,2017-02-04T16:13:13Z,suspicious,Unknown,Unknown,44.89156817 -93.29087918,5
17-041045,2017-02-04T16:13:58Z,suspicious,Unknown,Male,44.96002154 -93.29183072,5
17-041056,2017-02-04T16:34:45Z,suspicious,Unknown,Unknown,45.02581 -93.29692,4
17-041060,2017-02-04T16:41:55Z,suspicious,Latino,Male,44.94954085 -93.27968211,5
17-041069,2017-02-04T16:57:36Z,traffic,White,Male,45.0075 -93.25247,2
17-041081,2017-02-04T17:13:45Z,suspicious,,,44.90990608 -93.21775398,3
17-041083,2017-02-04T17:15:21Z,traffic,Black,Female,45.01861868 -93.30254737,4
17-041119,2017-02-04T18:03:53Z,suspicious,White,Male,44.94834712 -93.28052287,5
17-041121,2017-02-04T18:06:53Z,suspicious,Unknown,Unknown,44.96091 -93.2611,3
17-041124,2017-02-04T18:08:34Z,suspicious,Native American,Female,44.96547616 -93.28794072,5
17-041135,2017-02-04T18:30:21Z,traffic,White,Female,45.00596 -93.23973,2
17-041137,2017-02-04T18:34:16Z,traffic,Asian,Female,44.98000905 -93.23617077,2
17-041145,2017-02-04T18:42:15Z,traffic,White,Male,45.00777 -93.241,2
17-041159,2017-02-04T18:59:09Z,suspicious,Unknown,Male,44.97577 -93.27796,1
17-041192,2017-02-04T19:58:24Z,suspicious,Unknown,Unknown,44.96272054 -93.25611556,3
17-041196,2017-02-04T20:03:05Z,suspicious,White,Male,44.94834712 -93.28052287,5
17-041208,2017-02-04T20:15:36Z,suspicious,Black,Male,45.00023 -93.28799,4
17-041222,2017-02-04T20:29:08Z,traffic,Black,Female,45.00771968 -93.28862611,4
17-041226,2017-02-04T20:32:36Z,traffic,Black,Male,45.0048 -93.28493,4
17-041228,2017-02-04T20:36:28Z,suspicious,Native American,Male,44.96276 -93.23616,3
17-041234,2017-02-04T20:47:39Z,traffic,White,Female,44.96716 -93.28799,1
17-041257,2017-02-04T21:20:32Z,traffic,White,Male,44.9483555 -93.27730268,5
17-041261,2017-02-04T21:26:08Z,suspicious,Unknown,Unknown,45.01229722 -93.23329624,2
17-041265,2017-02-04T21:31:46Z,traffic,White,Male,44.95912075 -93.29359915,5
17-041303,2017-02-04T22:07:17Z,suspicious,Latino,Male,44.96271 -93.25966,3
17-041331,2017-02-04T23:01:43Z,traffic,Black,Male,44.94955167 -93.28134598,5
17-041333,2017-02-04T23:07:04Z,traffic,White,Female,44.94837 -93.29701,5
17-041343,2017-02-04T23:17:40Z,traffic,East African,Female,45.00593 -93.24737,2
17-041348,2017-02-04T23:25:45Z,traffic,White,Female,44.94926 -93.29828,5
17-041362,2017-02-04T23:39:13Z,suspicious,East African,Male,44.96332106 -93.25968451,3
17-041368,2017-02-04T23:43:54Z,traffic,White,Female,44.9377 -93.2933,5
17-041376,2017-02-04T23:52:37Z,traffic,Black,Female,44.9915 -93.30572,4
17-041378,2017-02-04T23:53:24Z,traffic,White,Female,44.94131 -93.28817,5
17-041397,2017-02-05T00:13:09Z,traffic,Black,Female,44.94836 -93.27792,5
17-041401,2017-02-05T00:13:46Z,suspicious,Unknown,Unknown,44.96007641 -93.22826714,3
17-041402,2017-02-05T00:14:37Z,traffic,Black,Male,44.96396 -93.27782,5
17-041407,2017-02-05T00:15:53Z,traffic,Black,Male,44.95552699 -93.27468642,5
